"Annual Per Capita Threshold"
"https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__3K__E1/0093K3F1090.px/table/tableViewLayout1/?rxid=227f6805-9732-41b6-981c-ac178832d6db"
"Indicator";"Item";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018"
"Annual per Capita Threshold (PhP)";"Poverty";..;..;..;..;..;..;..;..;10976;..;..;13357;..;..;16871;..;..;18935;..;..;21753;..;..;..
"Annual per Capita Threshold (PhP)";"Food";..;..;..;..;..;..;..;..;7577;..;..;9308;..;..;11780;..;..;13232;..;..;15189;..;..;..
