"Number of Establishments Employing 20 or More Workers Not Aware of ECP by Topic of Interest and Major Industry Group, Philippines: 2017"
"https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1B__ISLE__ECP/0061B3E9060.px/table/tableViewLayout1/?rxid=8f93a501-56de-4185-b800-b85adb27d886"
"Interest on Assistive Devices Services (KAGABAY Program)";"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";65
"Interest on Assistive Devices Services (KAGABAY Program)";"..Transportation and Storage";21
"Interest on Assistive Devices Services (KAGABAY Program)";"..Accommodation and Food Service Activities";88
"Interest on Assistive Devices Services (KAGABAY Program)";"..Information and Communication";8
"Interest on Assistive Devices Services (KAGABAY Program)";"..Financial and Insurance Activities";8
"Interest on Assistive Devices Services (KAGABAY Program)";"..Real Estate Activities";13
"Interest on Assistive Devices Services (KAGABAY Program)";"..Professional, Scientific and Technical Activities";7
"Interest on Assistive Devices Services (KAGABAY Program)";"..Administrative and Support Service Activities";21
"Interest on Assistive Devices Services (KAGABAY Program)";"..Education Except Public Education";63
"Interest on Assistive Devices Services (KAGABAY Program)";"..Human Health and Social Work Activities Except Public Health Activities";8
"Interest on Assistive Devices Services (KAGABAY Program)";"..Arts, Entertainment and  Recreation";5
"Interest on Assistive Devices Services (KAGABAY Program)";"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";..
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"ALL INDUSTRIES";655
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Agriculture, Forestry and Fishing";5
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Mining and Quarrying";1
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Manufacturing";80
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Electricity, Gas, Steam and Air Conditioning Supply";1
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Water Supply; Sewerage, Waste Management and Remediation Activities";24
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Construction";20
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";122
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Transportation and Storage";26
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Accommodation and Food Service Activities";152
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Information and Communication";11
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Financial and Insurance Activities";17
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Real Estate Activities";11
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Professional, Scientific and Technical Activities";10
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Administrative and Support Service Activities";34
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Education Except Public Education";110
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Human Health and Social Work Activities Except Public Health Activities";21
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Arts, Entertainment and  Recreation";5
"Interest on Medical Rehabilitation Services (KAGABAY Program)";"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";6
"None";"ALL INDUSTRIES";912
"None";"..Agriculture, Forestry and Fishing";31
"None";"..Mining and Quarrying";5
"None";"..Manufacturing";89
"None";"..Electricity, Gas, Steam and Air Conditioning Supply";1
"None";"..Water Supply; Sewerage, Waste Management and Remediation Activities";8
"None";"..Construction";15
"None";"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";250
"None";"..Transportation and Storage";58
"None";"..Accommodation and Food Service Activities";128
"None";"..Information and Communication";22
"None";"..Financial and Insurance Activities";37
"None";"..Real Estate Activities";22
"None";"..Professional, Scientific and Technical Activities";40
"None";"..Administrative and Support Service Activities";73
"None";"..Education Except Public Education";92
"None";"..Human Health and Social Work Activities Except Public Health Activities";23
"None";"..Arts, Entertainment and  Recreation";9
"None";"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";9
