"Number of Establishments Employing 20 or More Workers with Productivity Improvement Program (PIP) by Program Objective/s and Major Industry Group, Philippines:  2017 - 2019"
"https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1B__ISLE__PIGP/4501B3GP062.px/table/tableViewLayout1/?rxid=ed11a92c-d045-4915-9f5c-39179ded88fd"
"..Electricity, Gas, Steam and Air Conditioning Supply";"Reduce Cost on Personnel Downtime";66;38
"..Electricity, Gas, Steam and Air Conditioning Supply";"Reduce Cost on Machine Downtime";61;31
"..Electricity, Gas, Steam and Air Conditioning Supply";"Reduce Cost on Rework";40;45
"..Electricity, Gas, Steam and Air Conditioning Supply";"Reduce Cost on Process Cycle Time";53;50
"..Electricity, Gas, Steam and Air Conditioning Supply";"Improve Product and Service Quality by Skills Training";110;121
"..Electricity, Gas, Steam and Air Conditioning Supply";"Improve Product and Service Quality by Technology";93;117
"..Electricity, Gas, Steam and Air Conditioning Supply";"Improve Product and Service Quality by Innovation";72;115
"..Electricity, Gas, Steam and Air Conditioning Supply";"Reduce Complaints on Queuing Time";53;63
"..Electricity, Gas, Steam and Air Conditioning Supply";"Reduce Complaints on After Sales Service";21;16
"..Electricity, Gas, Steam and Air Conditioning Supply";"Reduce Complaints on Product Returns";15;11
"..Electricity, Gas, Steam and Air Conditioning Supply";"Reduce Complaints on Basic Customer Service";92;95
"..Electricity, Gas, Steam and Air Conditioning Supply";"Others";2;2
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Total Establishments with PIPs";192;126
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Reduce Cost on Work Accidents/Injuries/Diseases";61;37
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Reduce Cost on Wastage";76;52
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Reduce Cost on Personnel Downtime";57;30
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Reduce Cost on Machine Downtime";43;31
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Reduce Cost on Rework";34;22
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Reduce Cost on Process Cycle Time";47;53
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Improve Product and Service Quality by Skills Training";122;114
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Improve Product and Service Quality by Technology";78;55
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Improve Product and Service Quality by Innovation";57;51
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Reduce Complaints on Queuing Time";73;61
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Reduce Complaints on After Sales Service";51;73
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Reduce Complaints on Product Returns";29;46
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Reduce Complaints on Basic Customer Service";137;119
"..Water Supply; Sewerage, Waste Management and Remediation Activities";"Others";3;2
"..Construction";"Total Establishments with PIPs";487;440
"..Construction";"Reduce Cost on Work Accidents/Injuries/Diseases";297;246
"..Construction";"Reduce Cost on Wastage";195;199
"..Construction";"Reduce Cost on Personnel Downtime";140;165
"..Construction";"Reduce Cost on Machine Downtime";135;167
"..Construction";"Reduce Cost on Rework";149;179
"..Construction";"Reduce Cost on Process Cycle Time";125;174
"..Construction";"Improve Product and Service Quality by Skills Training";313;363
"..Construction";"Improve Product and Service Quality by Technology";162;248
