"Number and Distribution of Casual Workers by Branch of Economic Activity (Establishment survey data)"

"Indicator";"Item";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018"
"Casual workers (000)";"TOTAL";..;..;..;..;..;..;..;..;158;141;..;..;..;147;..;171;..;202;..;208;..;159;..;..
"Casual workers (000)";"..Agriculture";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7;..;10;..;12;..;..
"Casual workers (000)";"..Industry";..;..;..;..;..;..;..;..;75;66;..;..;..;60;..;60;..;95;..;87;..;70;..;..
"Casual workers (000)";"..Services";..;..;..;..;..;..;..;..;83;75;..;..;..;87;..;110;..;100;..;111;..;77;..;..
"Casual workers, % distribution";"TOTAL";..;..;..;..;..;..;..;..;100.0;100.0;..;..;..;100.0;..;100.0;..;100.0;..;100.0;..;100.0;..;..
"Casual workers, % distribution";"..Agriculture";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3.5;..;4.8;..;7.5;..;..
"Casual workers, % distribution";"..Industry";..;..;..;..;..;..;..;..;47.5;46.8;..;..;..;40.8;..;35.4;..;47.0;..;41.8;..;44.0;..;..
"Casual workers, % distribution";"..Services";..;..;..;..;..;..;..;..;52.5;53.2;..;..;..;59.2;..;64.6;..;49.5;..;53.4;..;48.4;..;..
